Hour,PriceArea,AvgPrice_DKK
0,DE,673.3953665333333
0,DK1,611.2958403333333
0,DK2,535.0311968333333
0,NO2,522.5779182333333
0,SE3,190.81148323333335
0,SE4,361.5237665
1,DE,622.2622161666666
1,DK1,563.5680257333333
1,DK2,482.26806719999996
1,NO2,494.6588495
1,SE3,162.39857166666667
1,SE4,310.42426503333337
2,DE,598.6024186333333
2,DK1,536.7190911666667
2,DK2,462.01748376666666
2,NO2,475.9918962333333
2,SE3,148.96766393333334
2,SE4,284.56712523333334
3,DE,586.8001315666667
3,DK1,521.4062958
3,DK2,450.2729233
3,NO2,467.44788993333333
3,SE3,142.2015095333333
3,SE4,271.96230543333337
4,DE,593.6095197333333
4,DK1,516.8675303333333
4,DK2,449.63922936666665
4,NO2,444.21280420000005
4,SE3,136.39535463333334
4,SE4,257.7341393666667
5,DE,624.7726904
5,DK1,534.4750967333333
5,DK2,457.8907478666667
5,NO2,444.59916
5,SE3,160.35601783333334
5,SE4,297.50976199999997
6,DE,681.5850658333333
6,DK1,592.7432850666667
6,DK2,575.4856126
6,NO2,448.7794875
6,SE3,209.2560916333333
6,SE4,376.2511033
7,DE,641.4600866333333
7,DK1,568.4375792
7,DK2,553.8086495333333
7,NO2,462.1622569666667
7,SE3,225.5162251333333
7,SE4,366.2869505666667
8,DE,519.2442386
8,DK1,480.7355502333333
8,DK2,465.58499409999996
8,NO2,424.8429647
8,SE3,201.8834624
8,SE4,315.5870614666667
9,DE,301.89293783333335
9,DK1,265.43947963333335
9,DK2,299.15066993333335
9,NO2,341.3746412666667
9,SE3,145.23690953333332
9,SE4,213.66963213333335
10,DE,133.28175673333334
10,DK1,117.70175086666667
10,DK2,131.04958976666666
10,NO2,312.7442042
10,SE3,70.11786120000001
10,SE4,100.71471283333334
11,DE,46.3385431
11,DK1,57.6619247
11,DK2,74.50746583333333
11,NO2,249.61268763333334
11,SE3,38.59950683333333
11,SE4,50.8142446
12,DE,-20.68592103333333
12,DK1,24.749505066666668
12,DK2,33.24449633333333
12,NO2,203.3885627
12,SE3,11.716660433333335
12,SE4,17.906208699999997
13,DE,-81.04548496666666
13,DK1,-2.8445237333333315
13,DK2,3.5035812666666675
13,NO2,175.2339612
13,SE3,-7.888281600000001
13,SE4,-4.272577100000001
14,DE,-84.78702603333333
14,DK1,-4.615431200000002
14,DK2,5.332951366666666
14,NO2,187.6189051
14,SE3,-4.022081133333334
14,SE4,0.6205532999999995
15,DE,-27.736512166666667
15,DK1,20.8123835
15,DK2,35.022316833333335
15,NO2,246.63190766666668
15,SE3,21.934838066666668
15,SE4,30.769992
16,DE,63.04399713333333
16,DK1,76.9076077
16,DK2,81.96461496666667
16,NO2,313.3812504
16,SE3,48.3123803
16,SE4,64.70695343333334
17,DE,297.69464496666666
17,DK1,244.23332113333333
17,DK2,276.1109673
17,NO2,389.6217817
17,SE3,125.63780746666666
17,SE4,198.22222813333335
18,DE,581.5895192666667
18,DK1,504.00237146666666
18,DK2,479.9794343666666
18,NO2,450.5647614666667
18,SE3,221.91865103333333
18,SE4,400.35408160000003
19,DE,791.5204268666668
19,DK1,710.1364908666667
19,DK2,708.0672235
19,NO2,512.7472153
19,SE3,277.2582388
19,SE4,521.0551639333333
20,DE,1043.5407081666667
20,DK1,920.4227108666668
20,DK2,935.9130553
20,NO2,570.3492713333333
20,SE3,337.7998651
20,SE4,638.6638113
21,DE,1057.6810129666667
21,DK1,960.0435865
21,DK2,926.2949346333334
21,NO2,596.3268204333333
21,SE3,332.76691043333335
21,SE4,625.1320118666666
22,DE,881.2400116333333
22,DK1,830.8764013666666
22,DK2,797.0429272666667
22,NO2,572.8870629333334
22,SE3,289.36605406666666
22,SE4,534.9515052
23,DE,739.9582618666667
23,DK1,693.2620442
23,DK2,640.0442325333333
23,NO2,540.9409846
23,SE3,236.98219843333334
23,SE4,440.883182
